year,date_iso,legacy_registration_key,category_code,old_current_category_name,restored_category_name
2015,2015-06-19,Conti15:34okydat.aco:419,14,-ROMA.CASA,-CASA.ROMA
2015,2015-06-24,Conti15:34okydat.aco:423,30,-ASSICURAZIONI.AUROR,-ASS.AURORA
2015,2015-07-07,Conti15:34okydat.aco:447,42,-VESTITI.ANDREA,-VEST.ANDREA
2015,2015-07-07,Conti15:34okydat.aco:449,42,-VESTITI.ANDREA,-VEST.ANDREA
2015,2015-07-07,Conti15:34okydat.aco:450,43,-VESTITI.ML,-VEST.ML
2015,2015-07-15,Conti15:34okydat.aco:469,23,-FONDI.RIPARAZIONI,-RIPAR.FONDI
2015,2015-07-10,Conti15:34okydat.aco:475,25,-FONDI.GAS,-GAS.FONDI
2015,2015-07-25,Conti15:34okydat.aco:476,18,-ROMA.TELEFONO,-TF.ROMA
2015,2015-07-09,Conti15:34okydat.aco:485,23,-FONDI.RIPARAZIONI,-RIPAR.FONDI
2015,2015-07-14,Conti15:34okydat.aco:491,42,-VESTITI.ANDREA,-VEST.ANDREA
2015,2015-07-16,Conti15:34okydat.aco:492,23,-FONDI.RIPARAZIONI,-RIPAR.FONDI
2015,2015-07-20,Conti15:34okydat.aco:497,23,-FONDI.RIPARAZIONI,-RIPAR.FONDI
2015,2015-07-29,Conti15:34okydat.aco:518,23,-FONDI.RIPARAZIONI,-RIPAR.FONDI
2015,2015-08-20,Conti15:34okydat.aco:520,16,-ROMA.LUCE,-LUCE.ROMA
2015,2015-08-13,Conti15:34okydat.aco:521,17,-ROMA.GAS,-GAS.ROMA
2015,2015-08-17,Conti15:34okydat.aco:542,15,-ROMA.RIPARAZIONI,-RIPAR.ROMA
2015,2015-08-17,Conti15:34okydat.aco:546,23,-FONDI.RIPARAZIONI,-RIPAR.FONDI
2015,2015-08-12,Conti15:34okydat.aco:553,43,-VESTITI.ML,-VEST.ML
2015,2015-08-14,Conti15:34okydat.aco:567,26,-FONDI.ACQUA,-ACQUA.FONDI
2015,2015-09-14,Conti15:34okydat.aco:620,14,-ROMA.CASA,-CASA.ROMA
2015,2015-10-15,Conti15:34okydat.aco:632,17,-ROMA.GAS,-GAS.ROMA
